AT,AP,AH,TEY,CO,NOX,AP_normalized
27.43,1007.1,56.242,128.05,2.1251,54.372,-0.8000000000000079
26.364,1007.2,60.473,131.35,1.9785,56.245,-0.7884057971014544
25.099,1007.4,65.666,131.86,2.0526,55.049,-0.7652173913043605
23.661,1007.6,67.328,129.53,1.6304,53.45,-0.7420289855072535
22.42,1007.7,70.847,131.08,1.4109,53.279,-0.7304347826087
21.654,1007.6,75.4,128.94,1.9644,52.329,-0.7420289855072535
21.152,1007.4,76.53,130.12,1.7313,52.649,-0.7652173913043605
20.5,1007.0,78.838,130.97,1.8723,54.153,-0.8115942028985614
19.673,1006.5,81.04,130.5,2.159,54.678,-0.8695652173913158
19.298,1006.3,83.152,129.89,1.7153,54.406,-0.8927536231884229
18.713,1006.2,83.917,131.68,1.5035,55.315,-0.9043478260869632
18.214,1006.3,84.903,131.58,2.0978,57.204,-0.8927536231884229
17.907,1006.5,85.52,125.0,2.6753,57.656,-0.8695652173913158
17.875,1006.9,85.201,114.62,4.1055,59.488,-0.8231884057971149
19.029,1007.3,85.058,131.4,2.851,56.983,-0.776811594202914
21.605,1007.4,81.059,149.56,1.9734,57.545,-0.7652173913043605
24.242,1007.2,74.023,146.95,5.595,68.232,-0.7884057971014544
25.454,1007.2,69.979,147.96,2.8283,49.91,-0.7884057971014544
26.195,1006.8,68.147,147.24,2.7798,49.856,-0.8347826086956684
27.029,1006.5,67.476,146.57,3.1492,51.297,-0.8695652173913158
27.652,1006.5,61.729,146.26,2.8156,50.63,-0.8695652173913158
27.765,1006.5,61.422,148.31,1.9496,48.963,-0.8695652173913158
27.672,1006.5,62.059,147.91,1.7652,48.358,-0.8695652173913158
27.329,1006.7,62.531,148.57,1.7748,49.334,-0.8463768115942087
26.335,1006.8,62.275,148.4,1.7117,49.264,-0.8347826086956684
25.3,1006.9,64.473,149.1,1.7816,49.107,-0.8231884057971149
24.333,1007.4,68.417,132.07,2.0686,50.278,-0.7652173913043605
23.636,1007.7,70.723,129.92,2.1495,48.139,-0.7304347826087
22.923,1008.1,73.639,130.39,2.3291,49.369,-0.6840579710144992
21.796,1008.2,75.818,130.88,2.2338,49.043,-0.6724637681159457
20.945,1008.0,79.487,131.52,1.8158,48.002,-0.6956521739130527
20.173,1007.9,81.192,132.11,1.8728,48.88,-0.7072463768116062
19.56,1007.5,84.186,131.55,2.0628,48.15,-0.753623188405807
19.316,1007.4,86.381,131.44,1.499,46.944,-0.7652173913043605
19.415,1007.3,86.884,118.78,2.6222,47.312,-0.776811594202914
19.409,1007.5,85.66,110.37,3.7113,48.79,-0.753623188405807
19.234,1007.8,86.416,110.03,3.6722,48.813,-0.7188405797101597
19.35,1008.1,87.303,109.66,3.8125,48.837,-0.6840579710144992
20.705,1008.3,86.288,130.11,2.2924,48.512,-0.6608695652174053
22.466,1008.4,78.738,150.53,1.2045,49.469,-0.6492753623188517
24.346,1008.7,65.401,149.99,1.2045,48.141,-0.6144927536231912
25.557,1008.2,57.19,148.15,1.2045,48.237,-0.6724637681159457
26.274,1008.0,57.182,148.94,1.2045,47.604,-0.6956521739130527
26.645,1007.8,56.328,147.64,1.2045,48.314,-0.7188405797101597
26.743,1007.4,55.501,148.2,1.55,49.345,-0.7652173913043605
26.358,1007.0,56.274,148.83,1.5579,49.56,-0.8115942028985614
25.705,1006.6,58.54,149.9,1.3832,48.894,-0.8579710144927623
24.785,1006.6,62.402,149.51,1.831,49.691,-0.8579710144927623
23.898,1006.8,65.597,137.45,1.7126,48.708,-0.8347826086956684
23.132,1007.2,68.455,119.75,2.6129,47.37,-0.7884057971014544
22.601,1007.3,71.424,130.83,1.9881,48.039,-0.776811594202914
22.346,1007.5,72.433,128.63,1.9327,45.981,-0.753623188405807
22.321,1007.3,73.27,129.11,1.9884,46.478,-0.776811594202914
22.003,1006.7,75.846,123.79,2.6023,48.489,-0.8463768115942087
21.742,1006.2,78.602,116.85,2.6112,46.733,-0.9043478260869632
21.79,1006.2,79.587,132.68,1.4331,47.88,-0.9043478260869632
22.008,1006.3,81.066,130.86,1.5302,46.018,-0.8927536231884229
21.965,1006.0,81.551,129.98,1.4127,45.395,-0.9275362318840702
21.519,1005.6,80.857,130.2,1.3969,45.065,-0.9739130434782711
21.351,1005.6,82.669,130.41,1.8353,47.075,-0.9739130434782711
22.408,1006.0,83.296,136.03,1.8723,46.63,-0.9275362318840702
23.638,1006.4,80.012,148.18,1.2045,47.874,-0.8811594202898694
24.467,1006.7,76.284,149.13,1.2045,47.907,-0.8463768115942087
25.431,1006.8,72.23,147.01,1.7357,49.495,-0.8347826086956684
26.673,1006.8,70.211,146.82,1.4856,49.123,-0.8347826086956684
27.645,1006.8,64.506,147.27,1.3752,49.497,-0.8347826086956684
28.342,1006.6,63.482,147.39,1.697,49.171,-0.8579710144927623
28.001,1006.6,67.372,147.64,2.0321,48.868,-0.8579710144927623
27.577,1006.6,68.155,143.78,2.1108,48.06,-0.8579710144927623
25.857,1007.0,70.014,133.11,2.4658,47.925,-0.8115942028985614
24.503,1007.3,74.401,129.76,2.1178,44.868,-0.776811594202914
23.975,1007.7,74.471,131.1,2.1124,46.933,-0.7304347826087
23.258,1008.4,73.025,130.56,2.5154,48.475,-0.6492753623188517
22.795,1008.6,75.206,129.29,2.6206,48.553,-0.6260869565217447
22.13,1008.6,74.978,131.32,2.6621,49.205,-0.6260869565217447
21.588,1008.8,76.298,130.94,2.5419,49.42,-0.6028985507246509
20.73,1009.0,77.435,130.61,1.6897,47.657,-0.5797101449275439
20.041,1009.2,80.029,112.69,3.6505,50.254,-0.5565217391304369
19.667,1009.2,81.234,110.31,3.871,49.936,-0.5565217391304369
19.484,1009.0,83.057,109.15,3.5573,49.564,-0.5797101449275439
19.917,1008.9,84.527,110.13,3.4231,47.638,-0.5913043478260974
21.664,1009.0,85.752,109.52,3.517,44.802,-0.5797101449275439
22.126,1009.5,86.636,109.69,3.6992,45.16,-0.5217391304347895
22.196,1009.9,86.08,109.69,3.695,44.858,-0.4753623188405886
22.596,1010.3,83.635,109.12,3.9598,44.862,-0.42898550724638773
22.755,1010.9,84.19,108.7,4.2997,45.195,-0.35942028985507984
22.657,1011.2,86.706,108.16,4.7183,45.984,-0.3246376811594193
23.804,1011.6,80.927,107.72,4.5402,45.379,-0.27826086956521845
24.837,1011.7,75.43,108.61,3.789,44.915,-0.2666666666666649
25.719,1011.8,70.387,108.86,3.7501,45.191,-0.2550724637681246
25.966,1011.7,67.6,109.47,3.7318,45.361,-0.2666666666666649
25.918,1011.4,65.173,108.9,3.7341,45.241,-0.30144927536232546
25.928,1011.3,63.873,109.72,3.4952,45.041,-0.31304347826087897
25.778,1011.5,64.848,108.63,3.8274,46.133,-0.28985507246377196
25.255,1011.7,68.905,110.89,3.2414,44.306,-0.2666666666666649
24.625,1011.9,73.3,133.71,1.3152,46.766,-0.24347826086957106
24.489,1012.0,76.45,142.59,1.5825,49.265,-0.23188405797101755
24.593,1012.2,77.221,130.89,2.0754,44.962,-0.20869565217391053
24.522,1012.3,74.623,144.38,1.7618,49.992,-0.19710144927537018
23.8,1012.6,78.354,131.28,2.0424,45.585,-0.16231884057970966
23.44,1012.5,80.397,130.57,1.6142,44.306,-0.17391304347826317
21.898,1012.1,81.564,130.9,1.6873,45.351,-0.22028985507246404
21.259,1012.0,84.921,122.33,2.704,45.706,-0.23188405797101755
21.008,1012.1,86.082,121.15,3.0933,45.38,-0.22028985507246404
20.491,1012.1,86.236,118.13,3.6871,46.535,-0.22028985507246404
19.763,1012.1,87.126,109.07,4.6754,47.763,-0.22028985507246404
19.332,1012.3,87.919,107.92,4.0881,48.538,-0.19710144927537018
18.561,1012.4,88.598,121.47,2.647,47.776,-0.18550724637681668
18.867,1012.6,91.931,120.36,3.0571,46.075,-0.16231884057970966
21.25,1012.9,93.358,129.64,1.9781,41.838,-0.1275362318840623
23.65,1013.2,86.177,129.25,1.8514,39.829,-0.09275362318840175
24.978,1013.2,77.266,140.98,1.5069,41.089,-0.09275362318840175
25.87,1013.0,65.975,148.72,1.3648,41.4,-0.11594202898550877
26.606,1012.8,65.578,147.16,1.4248,41.904,-0.1391304347826158
27.251,1012.4,63.287,147.83,1.9052,42.892,-0.18550724637681668
27.675,1012.1,61.109,148.42,1.7855,42.09,-0.22028985507246404
27.207,1011.6,64.055,148.4,1.7114,42.2,-0.27826086956521845
26.841,1011.2,66.662,148.31,1.8821,42.584,-0.3246376811594193
26.526,1011.2,67.96,148.23,1.7265,41.959,-0.3246376811594193
25.927,1011.4,61.981,128.83,2.1593,43.406,-0.30144927536232546
25.196,1011.6,63.524,128.13,2.5944,43.356,-0.27826086956521845
23.905,1012.0,64.392,126.68,2.8192,43.607,-0.23188405797101755
22.515,1012.2,66.865,127.41,2.8392,44.783,-0.20869565217391053
21.206,1012.1,72.622,131.27,2.581,45.237,-0.22028985507246404
20.046,1012.0,76.214,130.35,2.0703,43.231,-0.23188405797101755
19.313,1011.9,79.128,129.42,2.1567,42.891,-0.24347826086957106
18.876,1011.6,81.095,117.44,3.6778,45.13,-0.27826086956521845
18.897,1011.2,82.549,123.22,2.8215,43.88,-0.3246376811594193
18.854,1010.7,82.163,110.41,4.2117,46.452,-0.3826086956521737
18.704,1010.5,82.728,109.24,4.8173,47.542,-0.4057971014492807
18.803,1010.4,82.971,106.71,4.9038,47.86,-0.4173913043478342
18.95,1010.5,82.722,110.26,4.4635,46.466,-0.4057971014492807
20.382,1010.9,82.03,114.81,4.1224,45.115,-0.35942028985507984
22.682,1011.1,76.646,131.46,1.8795,43.43,-0.33623188405797283
24.628,1011.2,72.528,131.88,1.8147,41.461,-0.3246376811594193
25.441,1011.0,75.405,129.72,2.1076,40.039,-0.34782608695652634
26.094,1010.9,76.031,129.99,1.8954,40.423,-0.35942028985507984
27.017,1010.5,67.896,130.3,1.8753,42.259,-0.4057971014492807
28.441,1009.8,59.06,129.59,2.4384,44.439,-0.4869565217391421
29.377,1009.4,53.313,129.43,2.0567,45.431,-0.533333333333343
29.039,1009.5,52.695,129.87,2.0158,45.435,-0.5217391304347895
27.814,1009.8,62.65,130.05,2.4298,42.903,-0.4869565217391421
26.584,1010.2,66.019,130.11,2.1786,41.752,-0.4405797101449281
25.485,1010.6,71.559,130.54,1.9914,41.295,-0.3942028985507272
24.729,1011.2,75.372,130.2,2.1747,41.172,-0.3246376811594193
24.161,1011.3,78.059,128.74,2.4796,40.509,-0.31304347826087897
23.744,1011.3,79.588,129.88,2.5024,41.48,-0.31304347826087897
23.3,1011.2,81.671,129.85,2.5393,41.811,-0.3246376811594193
23.136,1011.0,83.383,130.32,2.057,41.118,-0.34782608695652634
23.217,1010.8,83.522,118.63,3.3158,42.196,-0.37101449275363335
22.9,1010.5,84.164,110.07,4.3128,42.755,-0.4057971014492807
22.751,1010.3,84.88,108.77,4.455,41.836,-0.42898550724638773
23.0,1010.3,84.555,108.78,4.3465,41.926,-0.42898550724638773
23.07,1010.5,84.965,108.77,4.6722,41.996,-0.4057971014492807
23.183,1010.7,86.112,108.96,3.9208,40.6,-0.3826086956521737
23.306,1011.0,85.058,108.69,3.8837,40.687,-0.34782608695652634
23.52,1011.3,84.165,116.35,3.6876,41.223,-0.31304347826087897
24.788,1011.5,81.516,131.85,1.9975,42.112,-0.28985507246377196
26.27,1011.4,75.905,130.95,1.8016,40.297,-0.30144927536232546
27.683,1011.5,69.54,129.67,1.9185,41.593,-0.28985507246377196
28.663,1011.4,63.292,131.53,1.955,43.513,-0.30144927536232546
29.096,1011.4,61.609,130.95,2.0639,43.233,-0.30144927536232546
28.986,1011.4,60.386,128.78,2.2168,41.932,-0.30144927536232546
28.623,1011.4,61.571,130.84,2.1961,43.578,-0.30144927536232546
28.186,1011.5,63.582,130.89,2.1144,43.695,-0.28985507246377196
27.748,1011.6,65.558,130.59,2.2271,42.367,-0.27826086956521845
26.794,1011.8,68.078,131.43,1.671,40.549,-0.2550724637681246
25.672,1012.4,74.552,131.88,1.5116,39.643,-0.18550724637681668
24.658,1012.8,77.49,130.95,1.7442,39.556,-0.1391304347826158
24.057,1012.8,80.357,130.87,1.7969,41.015,-0.1391304347826158
23.684,1012.9,81.528,130.79,1.8267,43.725,-0.1275362318840623
23.359,1012.9,81.457,130.49,1.7908,44.18,-0.1275362318840623
22.702,1012.8,83.587,113.4,4.9339,63.06,-0.1391304347826158
22.32,1012.4,86.562,109.37,7.0833,67.126,-0.18550724637681668
23.26,1012.6,86.274,131.4,1.898,45.496,-0.16231884057970966
24.764,1012.4,78.592,147.95,1.6541,45.955,-0.18550724637681668
25.147,1012.5,76.145,148.27,1.6807,45.457,-0.17391304347826317
23.549,1011.8,86.97,148.07,1.5788,45.865,-0.2550724637681246
23.318,1012.0,86.317,147.71,1.7739,45.744,-0.23188405797101755
23.134,1012.0,87.932,145.69,1.876,48.025,-0.23188405797101755
22.65,1013.0,87.414,147.37,2.1254,48.181,-0.11594202898550877
21.181,1012.6,89.016,150.58,1.8016,47.467,-0.16231884057970966
21.227,1012.5,91.287,133.1,2.2039,46.525,-0.17391304347826317
21.229,1012.2,90.616,132.21,2.1661,45.453,-0.20869565217391053
21.338,1011.8,89.882,132.34,1.6057,44.259,-0.2550724637681246
21.762,1012.3,88.011,133.44,1.4932,44.296,-0.19710144927537018
21.928,1012.5,87.312,132.49,1.744,44.471,-0.17391304347826317
22.169,1012.5,86.26,130.22,2.0558,44.255,-0.17391304347826317
21.963,1012.6,85.278,129.64,2.0487,43.655,-0.16231884057970966
21.744,1012.9,83.477,117.13,3.5417,47.162,-0.1275362318840623
21.325,1012.9,83.046,115.27,3.9437,47.929,-0.1275362318840623
20.431,1012.5,85.636,109.96,4.5747,48.34,-0.17391304347826317
19.587,1012.3,87.055,129.89,2.4045,46.416,-0.19710144927537018
18.751,1012.3,89.938,129.39,1.9906,46.462,-0.19710144927537018
18.398,1012.6,89.632,114.16,4.0029,50.05,-0.16231884057970966
17.952,1012.8,87.804,109.84,4.6818,52.86,-0.1391304347826158
17.707,1012.7,85.107,125.8,2.2737,48.435,-0.15072463768115613
17.485,1013.0,83.236,131.75,1.7169,49.373,-0.11594202898550877
17.367,1013.5,82.658,131.69,1.8282,49.419,-0.05797101449275439
17.314,1014.0,82.209,132.75,1.5475,50.341,0.0
17.279,1014.3,83.346,130.68,1.6397,50.168,0.03478260869564736
17.777,1014.5,80.779,131.2,2.0159,51.35,0.05797101449275439
17.524,1015.0,81.079,131.03,1.79,50.45,0.11594202898550877
17.356,1015.5,79.388,128.72,1.8519,50.24,0.17391304347826317
17.366,1015.9,78.358,126.96,2.3379,52.354,0.22028985507246404
17.34,1015.8,75.808,131.49,1.9643,51.596,0.20869565217391053
17.302,1015.6,75.192,128.16,2.3146,52.836,0.18550724637681668
16.999,1015.9,76.739,130.7,2.0103,51.029,0.22028985507246404
16.491,1016.3,77.34,114.58,3.4608,53.176,0.2666666666666649
16.075,1016.7,77.96,132.66,1.5676,50.947,0.31304347826087897
15.837,1017.2,79.259,131.94,1.8555,49.643,0.37101449275363335
15.301,1017.3,82.272,116.81,3.7014,53.588,0.3826086956521737
15.297,1017.7,80.991,108.36,4.835,55.434,0.42898550724638773
15.335,1017.7,80.545,112.54,4.5754,55.452,0.42898550724638773
15.292,1017.7,80.698,113.85,3.979,55.697,0.42898550724638773
15.276,1017.7,79.933,114.31,3.7582,55.134,0.42898550724638773
15.339,1017.6,79.587,114.55,3.7884,55.405,0.4173913043478342
15.405,1017.5,78.015,113.96,4.0457,56.261,0.4057971014492807
15.454,1017.5,77.185,113.94,4.168,57.216,0.4057971014492807
15.325,1017.6,76.591,113.19,4.4521,57.492,0.4173913043478342
15.184,1017.7,75.58,113.44,4.7281,58.068,0.42898550724638773
14.901,1018.0,75.242,119.78,4.1275,57.742,0.4637681159420351
14.884,1018.5,74.676,130.79,2.8525,54.343,0.5217391304347895
15.281,1018.9,72.573,129.43,2.2985,53.723,0.5681159420289904
15.687,1019.3,71.661,114.94,3.9492,57.108,0.6144927536231912
16.137,1019.5,71.357,130.46,2.2778,53.643,0.6376811594202982
16.645,1019.5,69.87,119.2,3.263,56.244,0.6376811594202982
16.807,1019.6,69.522,119.53,3.3444,57.451,0.6492753623188517
17.151,1019.8,69.23,131.1,2.0086,53.13,0.6724637681159457
17.5,1020.1,67.534,121.06,3.6104,56.829,0.7072463768116062
17.634,1020.3,66.421,121.35,3.3073,55.744,0.7304347826087
17.353,1020.3,67.344,130.54,2.6275,54.248,0.7304347826087
16.993,1020.5,68.643,128.06,2.4136,52.574,0.753623188405807
16.751,1020.9,69.297,131.3,2.2673,51.843,0.8000000000000079
16.659,1021.4,69.377,130.48,2.374,51.495,0.8579710144927623
16.653,1021.9,68.971,130.12,1.7595,50.709,0.9159420289855167
16.572,1022.0,68.337,130.59,1.7581,50.822,0.9275362318840702
16.472,1022.1,68.391,130.01,2.1703,52.426,0.9391304347826237
16.175,1023.4,73.42,129.44,1.9189,54.704,1.0898550724637799
16.189,1023.4,72.548,127.44,2.0976,53.494,1.0898550724637799
16.093,1023.4,72.299,108.88,4.2345,57.454,1.0898550724637799
15.923,1023.3,73.192,109.38,4.2148,55.85,1.0782608695652263
15.799,1023.3,74.035,109.21,4.2938,56.572,1.0782608695652263
15.624,1023.2,74.551,109.02,4.5526,56.73,1.066666666666686
15.687,1023.3,75.129,117.57,3.7489,55.092,1.0782608695652263
15.831,1023.5,75.041,130.19,1.7748,51.884,1.1014492753623333
16.099,1024.1,74.356,130.69,1.7905,52.402,1.1710144927536281
16.618,1024.5,73.115,109.64,4.5969,57.789,1.2173913043478422
17.495,1024.6,70.964,110.04,4.6001,57.614,1.2289855072463824
18.521,1024.6,67.282,110.09,4.5209,57.189,1.2289855072463824
19.551,1024.4,64.054,110.69,4.3499,55.701,1.2057971014493019
20.217,1024.4,63.189,110.48,4.3409,54.703,1.2057971014493019
20.48,1024.2,63.939,110.87,4.0647,53.354,1.1826086956521948
20.432,1024.2,64.859,110.84,3.6987,51.249,1.1826086956521948
20.043,1024.1,66.828,109.7,3.8493,51.718,1.1710144927536281
19.654,1023.9,68.642,109.67,4.0903,52.32,1.1478260869565342
19.068,1023.9,70.931,110.52,4.1653,51.942,1.1478260869565342
18.353,1023.9,74.275,111.42,4.1824,52.449,1.1478260869565342
17.802,1024.1,76.977,109.25,4.5823,53.488,1.1710144927536281
17.131,1024.0,80.428,109.01,4.5505,53.548,1.1594202898550878
16.581,1023.7,84.911,110.1,4.2074,52.566,1.1246376811594403
16.491,1023.7,86.053,106.65,4.961,55.025,1.1246376811594403
16.591,1023.4,86.276,120.65,3.5146,52.088,1.0898550724637799
16.708,1023.2,85.341,120.82,3.3986,52.683,1.066666666666686
17.026,1023.2,83.992,118.88,3.5413,52.312,1.066666666666686
17.115,1023.5,82.501,114.82,3.8498,54.899,1.1014492753623333
16.991,1023.4,82.727,108.36,4.5702,54.104,1.0898550724637799
16.922,1023.3,84.118,108.65,4.4859,53.406,1.0782608695652263
17.192,1023.1,84.453,108.19,4.1068,52.765,1.0550724637681326
17.658,1023.2,83.925,108.07,4.1242,52.401,1.066666666666686
18.874,1023.7,81.23,113.13,3.6646,50.603,1.1246376811594403
20.115,1024.1,75.191,117.29,2.5435,48.728,1.1710144927536281
20.914,1024.2,70.263,114.35,2.7121,48.203,1.1826086956521948
21.765,1024.0,66.242,111.61,3.4552,48.932,1.1594202898550878
22.795,1023.8,59.588,117.68,3.1473,49.572,1.1362318840579808
23.517,1023.2,56.356,122.07,2.5835,48.704,1.066666666666686
24.075,1022.6,56.032,121.28,2.5349,47.732,0.9971014492753781
24.299,1022.3,56.32,122.06,2.2154,46.778,0.9623188405797175
23.801,1022.1,58.083,122.06,2.156,46.621,0.9391304347826237
23.014,1022.0,59.416,101.34,5.4282,49.469,0.9275362318840702
21.826,1022.1,63.762,100.6,6.5645,56.841,0.9391304347826237
20.638,1022.4,67.572,122.77,2.5181,49.853,0.9739130434782711
19.316,1022.3,72.784,107.33,4.5957,52.887,0.9623188405797175
19.113,1022.4,73.719,120.98,2.8597,51.478,0.9739130434782711
18.826,1022.4,74.723,109.22,4.5274,52.817,0.9739130434782711
18.009,1022.4,75.793,126.07,2.0757,49.539,0.9739130434782711
16.813,1022.1,81.145,118.65,2.9129,51.297,0.9391304347826237
15.869,1021.9,84.772,117.4,3.1949,52.693,0.9159420289855167
15.415,1021.5,86.72,123.84,2.3345,51.762,0.8695652173913158
15.315,1021.4,87.237,120.45,2.6728,52.221,0.8579710144927623
15.207,1021.4,87.948,130.73,2.1098,49.699,0.8579710144927623
15.032,1021.2,88.052,118.46,3.4208,53.331,0.8347826086956684
14.917,1021.1,89.082,121.19,3.1272,53.083,0.8231884057971149
16.182,1021.2,90.781,105.61,7.0833,70.683,0.8347826086956684
18.429,1021.4,86.967,103.4,5.5904,52.792,0.8579710144927623
21.213,1021.4,73.778,107.6,4.4569,49.057,0.8579710144927623
22.748,1021.3,66.401,130.41,1.9617,47.061,0.8463768115942087
23.631,1020.8,63.334,129.88,1.4849,44.942,0.7884057971014544
24.454,1020.1,59.749,130.26,1.5436,45.882,0.7072463768116062
25.024,1019.6,58.77,129.34,1.3938,45.371,0.6492753623188517
25.132,1019.2,57.327,101.02,4.5279,43.023,0.6028985507246509
24.845,1019.0,57.676,108.98,3.2653,45.681,0.5797101449275439
19.428,1018.0,78.57,112.74,3.7655,50.15,0.4637681159420351
19.332,1017.9,79.243,130.09,1.9375,48.043,0.4521739130434816
18.964,1017.7,81.226,122.27,2.7852,50.449,0.42898550724638773
18.96,1017.3,82.546,127.82,2.0778,47.768,0.3826086956521737
18.753,1016.9,82.106,128.09,2.0706,48.516,0.33623188405797283
18.274,1016.5,82.758,128.3,2.1099,47.699,0.28985507246377196
17.421,1016.0,85.741,127.73,1.645,47.491,0.23188405797101755
16.713,1015.8,87.545,128.32,1.9421,48.614,0.20869565217391053
16.151,1015.8,89.148,128.0,1.9498,49.111,0.20869565217391053
15.992,1015.6,92.099,128.14,2.0604,48.541,0.18550724637681668
16.139,1015.4,91.415,129.65,2.3436,48.799,0.16231884057970966
16.53,1015.4,91.478,131.12,2.3674,48.784,0.16231884057970966
18.366,1015.5,90.885,131.72,2.0372,46.741,0.17391304347826317
21.005,1015.4,79.414,140.2,2.0855,51.916,0.16231884057970966
23.004,1015.0,67.788,120.78,2.7993,47.104,0.11594202898550877
24.306,1014.4,62.059,129.55,1.5718,46.127,0.04637681159420087
25.046,1013.6,60.418,130.2,1.2941,45.713,-0.04637681159420087
25.371,1013.0,57.543,129.82,1.541,46.41,-0.11594202898550877
25.264,1012.3,56.804,130.77,1.7812,48.452,-0.19710144927537018
24.56,1011.6,57.983,130.64,1.8278,48.224,-0.27826086956521845
24.559,1011.2,57.793,130.24,1.8833,48.716,-0.3246376811594193
23.612,1011.0,63.267,105.6,4.5038,48.942,-0.34782608695652634
22.925,1011.1,64.564,131.19,1.7936,48.647,-0.33623188405797283
21.923,1011.1,69.511,123.53,2.2942,46.969,-0.33623188405797283
20.905,1010.9,75.678,126.22,1.9806,46.178,-0.35942028985507984
19.925,1010.8,80.005,128.11,1.7958,46.683,-0.37101449275363335
19.361,1010.5,84.192,128.24,2.111,46.305,-0.4057971014492807
19.2,1010.0,86.352,131.26,1.5882,45.735,-0.4637681159420351
19.14,1009.4,86.778,131.05,1.663,46.225,-0.533333333333343
18.988,1009.1,86.622,130.98,1.7526,46.858,-0.5681159420289904
18.886,1008.8,86.561,129.76,1.8032,46.059,-0.6028985507246509
18.742,1008.8,86.793,130.26,1.7412,46.375,-0.6028985507246509
18.836,1008.6,86.523,131.67,2.1856,48.316,-0.6260869565217447
19.059,1008.5,85.05,131.45,1.9217,47.994,-0.6376811594202982
18.996,1008.8,83.824,130.97,1.9201,47.051,-0.6028985507246509
19.012,1009.0,79.543,131.25,2.0709,48.627,-0.5797101449275439
19.301,1008.7,72.518,131.35,1.7396,49.721,-0.6144927536231912
20.483,1008.4,65.917,131.59,1.5978,50.592,-0.6492753623188517
21.204,1008.8,62.029,134.24,1.7015,52.915,-0.6028985507246509
21.465,1008.7,64.172,131.39,1.6578,48.951,-0.6144927536231912
20.806,1008.2,69.764,129.09,1.7464,47.889,-0.6724637681159457
21.019,1007.6,66.233,131.8,1.8691,50.012,-0.7420289855072535
22.254,1007.4,55.414,131.09,1.6553,50.424,-0.7652173913043605
23.143,1007.4,56.684,119.16,2.3213,47.907,-0.7652173913043605
23.139,1007.2,59.299,118.35,2.4148,48.259,-0.7884057971014544
22.601,1007.5,62.111,117.51,2.4575,47.684,-0.753623188405807
21.592,1007.8,66.921,119.51,2.8626,48.094,-0.7188405797101597
20.763,1008.0,69.777,119.2,3.0452,49.179,-0.6956521739130527
19.523,1008.2,71.405,117.96,2.9476,51.332,-0.6724637681159457
18.426,1008.1,73.549,109.97,4.1164,52.278,-0.6840579710144992
17.81,1008.0,76.231,110.3,4.4173,52.881,-0.6956521739130527
17.169,1007.8,78.54,130.06,1.9413,49.255,-0.7188405797101597
16.566,1007.6,80.686,128.09,1.9923,50.672,-0.7420289855072535
15.783,1007.5,81.871,129.12,2.5713,51.064,-0.753623188405807
15.467,1007.1,84.985,130.09,1.9985,49.11,-0.8000000000000079
15.592,1007.1,86.303,128.97,2.2126,48.795,-0.8000000000000079
15.398,1007.1,85.879,129.27,2.4238,49.826,-0.8000000000000079
15.193,1007.0,85.418,130.09,1.6487,50.551,-0.8115942028985614
14.787,1007.0,86.907,130.58,1.6587,50.695,-0.8115942028985614
15.485,1007.5,86.857,132.03,2.0969,50.929,-0.753623188405807
17.55,1008.0,83.143,131.38,1.5833,48.363,-0.6956521739130527
20.306,1008.2,69.065,131.2,1.6712,49.963,-0.6724637681159457
22.394,1008.2,54.501,130.88,1.7218,51.937,-0.6724637681159457
23.795,1008.3,50.649,108.84,3.4463,49.826,-0.6608695652174053
24.893,1008.2,49.058,114.59,2.6874,48.292,-0.6724637681159457
24.684,1008.2,49.035,130.66,1.4736,56.651,-0.6724637681159457
23.197,1008.4,58.388,108.53,6.1453,55.921,-0.6492753623188517
22.075,1008.6,65.322,121.17,4.8817,53.699,-0.6260869565217447
22.763,1008.8,58.088,132.02,3.4365,52.92,-0.6028985507246509
22.388,1009.2,61.088,132.16,1.9563,47.008,-0.5565217391304369
21.215,1009.7,68.781,132.26,1.4257,47.209,-0.49855072463768246
20.172,1010.2,76.792,128.1,2.3163,44.798,-0.4405797101449281
19.44,1010.5,78.941,128.19,1.7312,43.967,-0.4057971014492807
18.783,1010.7,80.595,129.9,1.6937,45.029,-0.3826086956521737
18.032,1010.8,82.3,128.06,2.1878,46.685,-0.37101449275363335
17.206,1010.6,85.214,115.85,2.9957,49.635,-0.3942028985507272
16.974,1010.8,86.648,130.07,1.3808,46.726,-0.37101449275363335
17.529,1011.1,86.554,102.14,7.0833,66.916,-0.33623188405797283
18.512,1011.0,84.203,108.04,6.3025,71.423,-0.34782608695652634
18.43,1011.8,77.103,130.79,2.6074,49.481,-0.2550724637681246
18.038,1012.3,75.757,132.11,3.264,48.01,-0.19710144927537018
17.91,1012.9,73.374,131.89,2.3418,50.194,-0.1275362318840623
17.841,1013.5,70.464,130.88,5.6725,46.139,-0.05797101449275439
18.157,1013.9,66.946,130.96,7.0833,35.598,-0.011594202898553514
18.545,1014.4,63.406,131.83,7.0833,41.687,0.04637681159420087
18.925,1014.6,60.533,131.89,1.6256,51.936,0.0695652173913079
19.384,1014.5,62.286,131.48,1.677,52.893,0.05797101449275439
20.018,1014.1,60.956,132.31,1.7399,53.019,0.011594202898553514
20.24,1014.2,60.475,132.82,1.9856,52.673,0.02318840579710703
20.125,1014.2,62.835,132.45,2.005,52.173,0.02318840579710703
20.008,1014.2,64.541,132.16,2.1544,50.757,0.02318840579710703
