model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 E Class,2017.0,22495,Semi-Auto,29169.0,Diesel,30.0,61.4,2.0
 GLC Class,2019.0,30980,Semi-Auto,5002.0,Diesel,145.0,44.8,2.0
 GLA Class,2018.0,20350,Automatic,24556.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,41400,Semi-Auto,3615.0,Petrol,145.0,28.8,3.0
 E Class,2017.0,20282,Semi-Auto,42000.0,Diesel,145.0,67.3,2.0
 GLC Class,2019.0,32749,Semi-Auto,1000.0,Diesel,145.0,44.8,2.0
 GLE Class,2020.0,48980,Semi-Auto,3999.0,Diesel,145.0,36.7,2.0
 E Class,2017.0,22999,Semi-Auto,14695.0,Diesel,145.0,61.4,2.0
 A Class,2019.0,23700,Semi-Auto,3114.0,Petrol,145.0,53.3,1.3
 E Class,2018.0,21500,Automatic,27459.0,Diesel,145.0,72.4,2.0
 C Class,2014.0,28990,Semi-Auto,19562.0,Petrol,570.0,23.5,6.2
 A Class,2015.0,12995,Automatic,34665.0,Diesel,20.0,70.6,1.5
 M Class,2015.0,19995,Semi-Auto,47808.0,Diesel,300.0,39.2,3.0
 CLS Class,2017.0,19980,Semi-Auto,30004.0,Diesel,125.0,57.7,2.1
 A Class,2018.0,21480,Semi-Auto,10048.0,Diesel,145.0,67.3,1.5
 CL Class,2019.0,26219,Semi-Auto,1000.0,Petrol,145.0,44.1,1.3
 C Class,2017.0,18498,Semi-Auto,42100.0,Hybrid,0.0,134.5,2.0
 GLC Class,2019.0,41430,Automatic,4478.0,Petrol,145.0,31.7,2.0
 A Class,2013.0,9995,Manual,74125.0,Diesel,20.0,72.4,1.5
 E Class,2017.0,22499,Semi-Auto,19228.0,Diesel,145.0,65.7,2.0
 GLA Class,2019.0,20995,Manual,6587.0,Petrol,145.0,40.9,1.6
 C Class,2019.0,29549,Semi-Auto,10576.0,Diesel,145.0,57.7,2.0
 C Class,2015.0,14490,Semi-Auto,49988.0,Diesel,30.0,61.4,2.1
 A Class,2017.0,14680,Automatic,42151.0,Diesel,145.0,74.3,1.5
 A Class,2015.0,12795,Automatic,42420.0,Diesel,20.0,65.7,1.5
 CL Class,2020.0,54995,Semi-Auto,3500.0,Petrol,145.0,33.2,2.0
 C Class,2019.0,25499,Semi-Auto,15414.0,Diesel,145.0,61.4,2.0
 GLA Class,2019.0,23149,Semi-Auto,13359.0,Diesel,150.0,67.3,2.1
 GLC Class,2019.0,71980,Semi-Auto,4017.0,Petrol,145.0,22.1,4.0
 S Class,2019.0,49998,Semi-Auto,83.0,Diesel,145.0,52.3,3.0
 E Class,2020.0,45995,Automatic,2500.0,Diesel,150.0,70.6,2.0
 C Class,2019.0,31899,Semi-Auto,4388.0,Petrol,145.0,46.3,1.5
 A Class,2017.0,18401,Semi-Auto,26891.0,Diesel,150.0,74.3,1.5
 E Class,2019.0,24399,Semi-Auto,14163.0,Diesel,145.0,72.4,2.0
 CLS Class,2018.0,24775,Semi-Auto,11461.0,Diesel,145.0,57.7,2.1
 SL CLASS,2016.0,18674,Automatic,12465.0,Diesel,30.0,70.6,2.1
 GLE Class,2020.0,61489,Semi-Auto,1000.0,Petrol,145.0,29.5,3.0
 C Class,2018.0,28749,Semi-Auto,6449.0,Diesel,145.0,54.3,2.0
 C Class,2016.0,21900,Automatic,48448.0,Diesel,125.0,61.4,2.1
 E Class,2017.0,23991,Semi-Auto,16533.0,Diesel,145.0,61.4,2.0
 C Class,2017.0,18900,Automatic,31674.0,Petrol,145.0,47.9,2.0
 E Class,2019.0,38699,Semi-Auto,3878.0,Diesel,145.0,48.7,3.0
 B Class,2019.0,22990,Manual,169.0,Petrol,145.0,44.8,1.3
 E Class,2016.0,20042,Automatic,25262.0,Diesel,150.0,54.3,3.0
 GLC Class,2019.0,30299,Semi-Auto,11875.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,24998,Semi-Auto,12999.0,Diesel,145.0,58.9,2.0
 A Class,2018.0,16289,Manual,14229.0,Petrol,145.0,51.4,1.6
 C Class,2015.0,17901,Semi-Auto,9601.0,Petrol,125.0,52.3,2.0
 GLC Class,2020.0,38900,Automatic,1000.0,Diesel,145.0,40.9,2.0
 CLS Class,2016.0,20450,Automatic,53555.0,Diesel,160.0,51.4,3.0
 C Class,2017.0,20000,Manual,28831.0,Diesel,145.0,65.7,2.1
 C Class,2019.0,32998,Semi-Auto,4500.0,Petrol,145.0,42.2,2.0
 GLA Class,2019.0,22199,Semi-Auto,12117.0,Diesel,145.0,67.3,2.1
 C Class,2016.0,19498,Semi-Auto,24111.0,Hybrid,0.0,134.5,2.0
 CL Class,2014.0,20500,Automatic,56137.0,Petrol,200.0,39.8,2.0
 GLC Class,2019.0,39000,Semi-Auto,4606.0,Diesel,145.0,40.9,2.0
 E Class,2017.0,26995,Semi-Auto,29900.0,Diesel,145.0,70.6,2.0
 C Class,2016.0,18498,Semi-Auto,31891.0,Hybrid,0.0,134.5,2.0
 C Class,2015.0,12750,Automatic,29000.0,Petrol,160.0,44.8,1.6
 A Class,2019.0,20780,Semi-Auto,8043.0,Diesel,145.0,65.7,1.5
 C Class,2019.0,20849,Semi-Auto,10776.0,Diesel,145.0,61.4,2.0
 A Class,2016.0,14991,Semi-Auto,37092.0,Diesel,20.0,68.9,2.1
 C Class,2016.0,18399,Automatic,45250.0,Diesel,30.0,64.2,2.1
 A Class,2018.0,15990,Manual,16000.0,Petrol,145.0,51.4,1.6
 A Class,2016.0,14740,Manual,37600.0,Diesel,30.0,62.8,2.1
 X-CLASS,2019.0,26995,Automatic,500.0,Diesel,260.0,35.8,2.3
 C Class,2019.0,28500,Automatic,8820.0,Diesel,145.0,57.7,2.0
 A Class,2019.0,19520,Semi-Auto,7863.0,Diesel,145.0,68.9,1.5
 GLC Class,2019.0,31980,Semi-Auto,10959.0,Diesel,145.0,42.2,2.1
 GLA Class,2016.0,18700,Other,30895.0,Other,125.0,56.5,0.0
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 C Class,2019.0,25995,Semi-Auto,7868.0,Diesel,145.0,60.1,1.6
 A Class,2016.0,12000,Manual,72310.0,Diesel,30.0,65.7,2.1
 GLC Class,2019.0,24500,Automatic,15358.0,Petrol,150.0,37.2,2.0
 CLS Class,2019.0,49950,Automatic,3335.0,Diesel,145.0,48.7,2.9
 E Class,2014.0,11472,Semi-Auto,83417.0,Diesel,145.0,54.3,2.1
 E Class,2019.0,38179,Semi-Auto,1000.0,Diesel,145.0,57.7,2.0
 CLA Class,2016.0,14480,Automatic,84000.0,Petrol,200.0,42.8,2.0
 A Class,2019.0,13498,Semi-Auto,30200.0,Diesel,145.0,67.3,1.5
 E Class,2019.0,39890,Automatic,3024.0,Hybrid,135.0,188.3,2.0
 A Class,2016.0,15012,Semi-Auto,20339.0,Diesel,20.0,74.3,1.5
 A Class,2019.0,20480,Semi-Auto,3551.0,Petrol,145.0,28.5,1.3
 C Class,2017.0,20091,Semi-Auto,24991.0,Diesel,150.0,61.4,2.1
 C Class,2017.0,16350,Semi-Auto,14893.0,Diesel,30.0,64.2,1.6
 C Class,2019.0,25449,Semi-Auto,13280.0,Petrol,145.0,47.1,1.5
 A Class,2016.0,27995,Automatic,13000.0,Petrol,200.0,40.9,2.0
 C Class,2018.0,20498,Semi-Auto,7894.0,Diesel,145.0,60.1,2.1
 C Class,2019.0,42895,Automatic,4829.0,Petrol,145.0,29.1,3.0
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 GLC Class,2019.0,35199,Automatic,4048.0,Diesel,145.0,56.5,2.1
 A Class,2017.0,16495,Semi-Auto,29062.0,Diesel,145.0,74.3,1.5
 A Class,2017.0,18199,Semi-Auto,15000.0,Diesel,145.0,68.9,2.1
 C Class,2019.0,31899,Semi-Auto,4300.0,Petrol,145.0,46.3,1.5
 A Class,2014.0,11949,Automatic,62155.0,Diesel,30.0,64.2,1.8
 SL CLASS,1997.0,9995,Automatic,76000.0,Petrol,255.0,28.2,3.2
 C Class,2019.0,27349,Semi-Auto,5917.0,Diesel,145.0,64.2,2.0
 A Class,2020.0,24500,Manual,850.0,Petrol,145.0,47.1,1.3
 E Class,2019.0,29480,Automatic,12088.0,Diesel,145.0,58.9,2.0
 CL Class,2018.0,21991,Semi-Auto,18637.0,Diesel,145.0,52.3,2.2
 E Class,2019.0,24749,Semi-Auto,14186.0,Diesel,145.0,72.4,2.0
 CL Class,2018.0,20691,Semi-Auto,18336.0,Petrol,150.0,53.3,1.6
 A Class,2019.0,19990,Manual,13862.0,Petrol,145.0,28.5,1.3
 C Class,2017.0,19000,Automatic,33891.0,Diesel,30.0,61.4,2.1
 C Class,2014.0,10822,Automatic,70824.0,Diesel,145.0,56.5,2.1
 B Class,2019.0,27299,Semi-Auto,1581.0,Petrol,145.0,44.1,1.3
 A Class,2015.0,11499,Manual,48120.0,Diesel,20.0,72.4,1.5
 A Class,2015.0,13500,Automatic,21817.0,Diesel,20.0,74.3,1.5
 E Class,2019.0,24944,Automatic,11997.0,Diesel,145.0,67.3,2.0
 C Class,2015.0,16395,Automatic,44086.0,Diesel,125.0,60.1,2.1
 C Class,2017.0,22980,Automatic,26844.0,Diesel,150.0,58.9,2.1
 E Class,2019.0,25102,Automatic,11815.0,Diesel,145.0,72.4,2.0
 C Class,2019.0,20399,Semi-Auto,14111.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,26998,Semi-Auto,6926.0,Diesel,145.0,56.5,2.0
 GLC Class,2017.0,26250,Automatic,59180.0,Diesel,145.0,56.5,2.1
 A Class,2015.0,13299,Automatic,20233.0,Diesel,20.0,68.9,1.5
 E Class,2017.0,19970,Semi-Auto,10392.0,Diesel,20.0,72.4,2.0
 B Class,2017.0,12699,Semi-Auto,31633.0,Diesel,150.0,70.6,1.5
 CL Class,2014.0,15990,Semi-Auto,45559.0,Diesel,30.0,62.8,2.1
 A Class,2019.0,39960,Automatic,5990.0,Petrol,145.0,35.3,2.0
 C Class,2019.0,26500,Semi-Auto,3341.0,Petrol,145.0,45.6,1.5
 C Class,2013.0,10999,Manual,57000.0,Diesel,160.0,52.3,2.1
 C Class,2017.0,18299,Semi-Auto,36152.0,Petrol,145.0,50.4,2.0
 A Class,2017.0,15500,Automatic,19029.0,Petrol,145.0,53.3,1.6
 SL CLASS,2017.0,19866,Automatic,17900.0,Diesel,150.0,70.6,2.1
 E Class,2019.0,24780,Semi-Auto,14828.0,Diesel,145.0,72.4,2.0
 GLA Class,2018.0,19480,Manual,10637.0,Diesel,145.0,67.3,2.1
 A Class,2015.0,14143,Automatic,52115.0,Diesel,20.0,67.3,2.1
 S Class,2012.0,12995,Automatic,72700.0,Diesel,235.0,41.5,3.0
 C Class,2019.0,26999,Semi-Auto,9568.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,29990,Automatic,5376.0,Petrol,145.0,44.1,2.0
 C Class,2018.0,29249,Semi-Auto,4574.0,Diesel,145.0,54.3,2.0
 C Class,2018.0,34995,Semi-Auto,8294.0,Petrol,150.0,35.3,3.0
 E Class,2017.0,21998,Semi-Auto,19249.0,Diesel,145.0,65.7,2.0
 GLC Class,2017.0,29440,Automatic,2017.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,18211,Semi-Auto,16206.0,Diesel,30.0,64.2,2.1
 SL CLASS,2016.0,19998,Semi-Auto,27801.0,Petrol,145.0,47.9,2.0
 CL Class,2018.0,17699,Semi-Auto,23869.0,Diesel,145.0,68.9,2.1
 GLA Class,2016.0,16965,Semi-Auto,35465.0,Diesel,30.0,64.2,2.1
 A Class,2019.0,22799,Semi-Auto,2015.0,Petrol,145.0,53.3,1.3
 CL Class,2020.0,30990,Semi-Auto,200.0,Petrol,150.0,44.8,1.3
 C Class,2019.0,31699,Semi-Auto,3723.0,Diesel,145.0,57.7,2.0
 A Class,2017.0,15500,Automatic,32568.0,Diesel,20.0,68.9,2.1
 C Class,2018.0,26799,Semi-Auto,7466.0,Petrol,145.0,47.1,2.0
 S Class,2018.0,40796,Semi-Auto,10577.0,Diesel,150.0,52.3,3.0
 A Class,2019.0,97900,Automatic,163.0,Petrol,145.0,30.1,4.0
 E Class,2017.0,22900,Automatic,26000.0,Diesel,150.0,58.9,2.0
 E Class,2018.0,27000,Automatic,14228.0,Petrol,150.0,40.4,2.0
 GL Class,2007.0,7340,Automatic,104000.0,Diesel,570.0,28.8,3.0
 C Class,2019.0,25999,Automatic,10405.0,Petrol,150.0,47.1,1.5
 A Class,2016.0,16500,Manual,32315.0,Diesel,30.0,62.8,2.1
 CL Class,2016.0,17199,Manual,42215.0,Diesel,20.0,67.3,2.1
 A Class,2017.0,16999,Manual,8771.0,Diesel,145.0,68.9,1.5
 A Class,2016.0,16450,Semi-Auto,20924.0,Petrol,125.0,52.3,1.6
 C Class,2018.0,19900,Manual,31540.0,Petrol,145.0,49.6,2.0
 A Class,2017.0,16722,Manual,23644.0,Petrol,145.0,49.6,1.6
 A Class,2017.0,16862,Manual,21047.0,Petrol,145.0,49.6,1.6
 A Class,2018.0,18927,Semi-Auto,15013.0,Diesel,145.0,65.7,1.5
 A Class,2019.0,18946,Semi-Auto,15443.0,Diesel,145.0,65.7,1.5
 A Class,2019.0,26014,Semi-Auto,2891.0,Petrol,145.0,53.3,1.3
 C Class,2010.0,5495,Manual,82752.0,Petrol,205.0,42.8,1.6
 A Class,2019.0,21835,Semi-Auto,9422.0,Diesel,145.0,67.3,1.5
 C Class,2019.0,40099,Semi-Auto,11267.0,Petrol,145.0,29.4,3.0
 B Class,2020.0,25244,Automatic,6000.0,Diesel,145.0,55.4,2.0
 GLA Class,2020.0,27681,Semi-Auto,4000.0,Petrol,145.0,37.2,1.6
 C Class,2018.0,28652,Automatic,8928.0,Petrol,145.0,44.1,1.5
 E Class,2012.0,9499,Automatic,67681.0,Diesel,145.0,53.3,2.1
 CLS Class,2016.0,23480,Semi-Auto,31310.0,Diesel,160.0,51.4,3.0
 C Class,2019.0,29980,Semi-Auto,8709.0,Diesel,145.0,57.7,2.0
 E Class,2016.0,19480,Semi-Auto,35744.0,Diesel,160.0,50.4,3.0
 GLB Class,2020.0,35400,Semi-Auto,1508.0,Diesel,145.0,47.9,2.0
 A Class,2019.0,24000,Manual,4513.0,Petrol,150.0,47.1,1.3
 C Class,2017.0,24352,Automatic,8884.0,Diesel,20.0,67.3,2.1
 A Class,2017.0,15981,Semi-Auto,17210.0,Diesel,150.0,74.3,1.5
 A Class,2013.0,9259,Manual,74149.0,Diesel,20.0,72.4,1.5
 CL Class,2017.0,18295,Automatic,49434.0,Diesel,125.0,58.9,2.1
 E Class,2016.0,20800,Automatic,24279.0,Diesel,30.0,65.7,2.0
 C Class,2017.0,18500,Automatic,38082.0,Diesel,150.0,61.4,2.1
 A Class,2017.0,15480,Automatic,42609.0,Diesel,20.0,74.3,1.5
 C Class,2019.0,25299,Semi-Auto,10211.0,Petrol,145.0,46.3,1.5
 C Class,2019.0,28880,Automatic,7324.0,Petrol,145.0,46.3,1.5
 CLS Class,2013.0,11998,Semi-Auto,60090.0,Diesel,200.0,46.3,3.0
 GLC Class,2018.0,27500,Semi-Auto,23303.0,Diesel,145.0,56.5,2.1
 C Class,2018.0,19750,Automatic,19443.0,Diesel,150.0,60.1,2.1
 C Class,2012.0,5250,Automatic,170000.0,Diesel,145.0,54.3,2.1
 GLA Class,2019.0,22990,Automatic,1647.0,Petrol,145.0,44.8,1.6
 SL CLASS,2018.0,27890,Automatic,1565.0,Petrol,145.0,47.1,2.0
 C Class,2019.0,28000,Automatic,584.0,Diesel,145.0,53.3,2.0
 S Class,2019.0,55995,Automatic,100.0,Diesel,145.0,52.3,3.0
 E Class,2019.0,31995,Automatic,8000.0,Diesel,145.0,45.6,2.0
 E Class,2019.0,26099,Semi-Auto,9401.0,Diesel,145.0,72.4,2.0
 CL Class,2016.0,17999,Automatic,18212.0,Diesel,20.0,68.9,2.1
 C Class,2018.0,27449,Automatic,7299.0,Diesel,145.0,57.7,2.0
 SLK,2014.0,11100,Semi-Auto,69866.0,Diesel,145.0,56.5,2.0
 A Class,2019.0,18718,Semi-Auto,14825.0,Diesel,145.0,68.9,1.5
 GLE Class,2016.0,28299,Semi-Auto,9982.0,Diesel,200.0,47.9,2.1
 A Class,2017.0,16495,Semi-Auto,14427.0,Petrol,145.0,53.3,1.6
 GLC Class,2020.0,41995,Semi-Auto,999.0,Diesel,145.0,40.9,2.0
 GLA Class,2018.0,21995,Semi-Auto,18237.0,Diesel,150.0,58.9,2.1
 M Class,2008.0,6495,Semi-Auto,96000.0,Diesel,565.0,28.8,3.0
 CL Class,2015.0,14340,Automatic,51168.0,Diesel,20.0,68.9,2.1
 A Class,2019.0,25199,Manual,1947.0,Petrol,145.0,47.1,1.3
 E Class,2017.0,24480,Semi-Auto,19727.0,Diesel,145.0,51.4,3.0
 C Class,2019.0,28989,Automatic,1409.0,Diesel,145.0,57.7,2.0
 V Class,2018.0,19998,Manual,23183.0,Diesel,145.0,46.3,2.1
 C Class,2019.0,18790,Semi-Auto,14288.0,Diesel,145.0,64.2,2.1
 A Class,2016.0,17990,Semi-Auto,29999.0,Petrol,125.0,49.6,1.6
 E Class,2019.0,32849,Semi-Auto,7669.0,Diesel,145.0,57.7,2.0
 C Class,2016.0,17149,Semi-Auto,38395.0,Diesel,30.0,64.2,2.1
 SL CLASS,2017.0,40321,Semi-Auto,18513.0,Petrol,145.0,36.7,3.0
 C Class,2019.0,28480,Semi-Auto,1998.0,Petrol,145.0,46.3,1.5
 A Class,2013.0,10662,Manual,40104.0,Petrol,145.0,49.6,1.6
 A Class,2020.0,26590,Automatic,2563.0,Petrol,145.0,53.3,1.3
 C Class,2014.0,12995,Semi-Auto,36650.0,Diesel,150.0,53.3,2.1
 GLA Class,2019.0,23780,Semi-Auto,12580.0,Diesel,145.0,67.3,2.1
 A Class,2016.0,12600,Manual,51752.0,Diesel,30.0,62.8,2.1
 SLK,2001.0,4490,Automatic,42087.0,Petrol,325.0,30.0,2.3
 C Class,2016.0,20500,Semi-Auto,17410.0,Diesel,30.0,61.4,2.1
 GLA Class,2016.0,17000,Manual,4942.0,Diesel,20.0,64.2,2.1
 E Class,2019.0,45499,Semi-Auto,8024.0,Petrol,145.0,32.5,3.0
 B Class,2017.0,13599,Manual,21000.0,Diesel,145.0,68.9,1.5
 A Class,2019.0,22299,Semi-Auto,2750.0,Diesel,145.0,65.7,1.5
 CL Class,2016.0,22990,Automatic,6662.0,Petrol,200.0,42.8,2.0
 GLC Class,2020.0,49980,Semi-Auto,3999.0,Petrol,145.0,26.4,3.0
 A Class,2017.0,18749,Semi-Auto,7100.0,Petrol,145.0,52.3,1.6
 GLC Class,2019.0,29999,Semi-Auto,10420.0,Diesel,145.0,56.5,2.1
 C Class,2014.0,12500,Automatic,50364.0,Diesel,150.0,53.3,2.1
 A Class,2019.0,36412,Semi-Auto,100.0,Petrol,145.0,35.3,2.0
 A Class,2015.0,13799,Automatic,67917.0,Diesel,20.0,68.9,2.1
 A Class,2016.0,14490,Manual,33626.0,Petrol,145.0,49.6,1.6
 C Class,2018.0,19999,Automatic,24564.0,Diesel,145.0,61.4,2.1
 V Class,2019.0,47999,Automatic,999.0,Diesel,145.0,36.7,2.0
 GLA Class,2018.0,18100,Automatic,21639.0,Petrol,150.0,50.4,1.6
 C Class,2017.0,24000,Automatic,17030.0,Diesel,125.0,58.9,2.1
 B Class,2010.0,3890,Automatic,71000.0,Petrol,240.0,40.9,1.5
 SL CLASS,2016.0,52990,Semi-Auto,21681.0,Petrol,565.0,28.0,5.5
 E Class,2018.0,39495,Semi-Auto,11999.0,Petrol,145.0,32.8,3.0
 CLA Class,2020.0,29998,Automatic,1000.0,Petrol,145.0,44.8,1.3
 E Class,2016.0,19990,Semi-Auto,43000.0,Diesel,160.0,51.4,3.0
 E Class,2019.0,25780,Semi-Auto,15403.0,Diesel,145.0,72.4,2.0
 E Class,2019.0,39999,Automatic,7679.0,Diesel,145.0,45.6,3.0
 C Class,2019.0,24980,Semi-Auto,6539.0,Petrol,145.0,45.6,1.5
 C Class,2017.0,19895,Semi-Auto,8142.0,Diesel,30.0,60.1,2.1
 V Class,2018.0,19750,Automatic,15232.0,Diesel,145.0,48.7,2.1
 E Class,2019.0,35099,Semi-Auto,1000.0,Diesel,145.0,70.6,2.0
 E Class,2019.0,24490,Semi-Auto,8499.0,Diesel,150.0,67.3,2.0
 A Class,2018.0,16299,Automatic,25698.0,Diesel,145.0,70.6,2.1
 GLC Class,2017.0,25991,Automatic,17371.0,Diesel,145.0,56.5,2.1
 GLC Class,2019.0,38499,Automatic,10330.0,Diesel,145.0,43.5,2.0
 A Class,2019.0,25520,Automatic,3269.0,Petrol,145.0,47.9,1.3
 E Class,2018.0,30399,Semi-Auto,5789.0,Diesel,145.0,57.7,2.0
 M Class,2007.0,6750,Automatic,67000.0,Diesel,555.0,28.8,3.0
 B Class,2019.0,23480,Automatic,150.0,Diesel,145.0,55.4,2.0
 C Class,2017.0,16991,Semi-Auto,29907.0,Diesel,145.0,64.2,2.1
 A Class,2018.0,24995,Semi-Auto,5250.0,Petrol,145.0,53.3,1.3
 E Class,2018.0,20800,Automatic,32712.0,Diesel,150.0,72.4,2.0
 V Class,2017.0,29950,Automatic,33000.0,Diesel,145.0,44.6,2.1
 A Class,2019.0,25299,Automatic,7775.0,Diesel,145.0,56.5,2.0
 C Class,2017.0,24289,Semi-Auto,13716.0,Diesel,30.0,65.7,2.1
 SL CLASS,2000.0,11750,Automatic,68709.0,Petrol,270.0,24.6,3.2
 C Class,2016.0,24950,Semi-Auto,17635.0,Diesel,20.0,67.3,2.1
 C Class,2015.0,11500,Manual,84830.0,Petrol,125.0,52.3,2.0
 A Class,2016.0,14995,Automatic,31800.0,Petrol,125.0,53.3,1.6
 GLE Class,2017.0,28490,Semi-Auto,23909.0,Diesel,145.0,47.9,2.1
 B Class,2019.0,23480,Automatic,150.0,Diesel,145.0,55.4,2.0
 CLK,2003.0,3495,Automatic,185000.0,Petrol,330.0,17.8,4.3
 E Class,2019.0,41099,Semi-Auto,4613.0,Hybrid,135.0,188.3,2.0
 E Class,2016.0,17791,Semi-Auto,35279.0,Diesel,125.0,58.9,2.1
 C Class,2019.0,31199,Automatic,3435.0,Diesel,145.0,57.7,2.0
 GLC Class,2019.0,31946,Automatic,11622.0,Diesel,145.0,42.2,2.1
 C Class,2017.0,18999,Automatic,23637.0,Diesel,145.0,64.2,2.1
 A Class,2017.0,17899,Manual,19300.0,Diesel,145.0,68.9,1.5
 E Class,2013.0,5995,Manual,127600.0,Diesel,125.0,51.4,2.1
 A Class,2014.0,11040,Semi-Auto,31905.0,Diesel,20.0,70.6,1.5
 A Class,2016.0,14499,Manual,22181.0,Diesel,20.0,68.9,1.5
 C Class,2016.0,16452,Semi-Auto,92844.0,Diesel,30.0,61.4,2.1
 A Class,2019.0,20699,Semi-Auto,8936.0,Petrol,150.0,28.5,1.3
 A Class,2015.0,12495,Automatic,24744.0,Diesel,125.0,50.4,1.5
 C Class,2019.0,29980,Semi-Auto,2143.0,Diesel,145.0,54.3,1.6
 B Class,2019.0,26199,Semi-Auto,3999.0,Diesel,145.0,55.4,2.0
 A Class,2017.0,13495,Manual,30000.0,Petrol,150.0,51.4,1.6
 GLE Class,2020.0,59995,Semi-Auto,3500.0,Diesel,150.0,32.5,2.9
 C Class,2019.0,24950,Automatic,7006.0,Petrol,145.0,47.1,1.5
 E Class,2018.0,24000,Semi-Auto,5904.0,Diesel,145.0,61.4,2.0
 C Class,2016.0,18480,Automatic,25845.0,Diesel,30.0,64.2,2.1
 GLE Class,2019.0,56499,Semi-Auto,4315.0,Petrol,145.0,29.5,3.0
 C Class,2019.0,24244,Automatic,11907.0,Petrol,145.0,44.1,1.5
 A Class,2017.0,14500,Manual,34866.0,Diesel,150.0,68.9,1.5
 S Class,2016.0,25400,Automatic,40000.0,Diesel,165.0,50.4,3.0
 E Class,2014.0,13750,Semi-Auto,54561.0,Diesel,145.0,54.3,2.1
 E Class,2016.0,19971,Automatic,37843.0,Diesel,145.0,54.3,3.0
 C Class,2014.0,14600,Automatic,42949.0,Diesel,125.0,60.1,2.1
 C Class,2019.0,27889,Automatic,6250.0,Petrol,145.0,43.5,2.0
 GLC Class,2018.0,29932,Semi-Auto,14196.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,30499,Semi-Auto,11159.0,Diesel,145.0,54.3,2.0
 C Class,2020.0,54000,Semi-Auto,250.0,Petrol,145.0,29.1,3.0
 GLA Class,2018.0,22000,Semi-Auto,14869.0,Diesel,145.0,56.5,2.1
 GLC Class,2016.0,23790,Semi-Auto,32549.0,Diesel,125.0,56.5,2.1
 E Class,2019.0,45980,Semi-Auto,10491.0,Petrol,145.0,32.5,3.0
 M Class,2013.0,16000,Automatic,80000.0,Diesel,200.0,44.8,2.1
 C Class,2019.0,29749,Semi-Auto,8559.0,Diesel,145.0,64.2,2.0
 GLE Class,2019.0,52495,Semi-Auto,6880.0,Diesel,145.0,32.8,3.0
 GLA Class,2018.0,20250,Semi-Auto,20062.0,Petrol,145.0,50.4,1.6
 C Class,2019.0,28349,Semi-Auto,7133.0,Diesel,145.0,56.5,2.0
 SL CLASS,2017.0,18048,Automatic,24529.0,Diesel,30.0,70.6,2.1
 M Class,2004.0,19950,Automatic,121000.0,Diesel,325.0,29.7,2.7
 B Class,2019.0,22399,Automatic,12094.0,Petrol,145.0,45.6,1.3
 E Class,2019.0,46399,Semi-Auto,3955.0,Diesel,145.0,47.1,3.0
 A Class,2019.0,22299,Automatic,4554.0,Diesel,145.0,62.8,1.5
 GLA Class,2019.0,17600,Manual,22326.0,Petrol,145.0,40.9,1.6
 C Class,2019.0,27036,Automatic,10415.0,Diesel,145.0,61.4,2.0
 M Class,2014.0,18500,Semi-Auto,48928.0,Diesel,200.0,46.3,2.1
 C Class,2020.0,53669,Semi-Auto,1000.0,Petrol,145.0,29.1,3.0
 C Class,2019.0,29699,Automatic,4542.0,Diesel,145.0,56.5,2.0
 V Class,2020.0,52900,Semi-Auto,250.0,Diesel,145.0,36.2,2.0
 GLC Class,2019.0,30950,Semi-Auto,10697.0,Diesel,145.0,44.8,2.0
 B Class,2017.0,14998,Semi-Auto,35895.0,Petrol,150.0,51.4,1.6
 GLC Class,2018.0,32849,Semi-Auto,11582.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,27924,Semi-Auto,9249.0,Diesel,145.0,57.7,2.0
 E Class,2019.0,36000,Semi-Auto,1667.0,Diesel,145.0,57.7,2.0
 GLC Class,2017.0,24500,Automatic,26968.0,Diesel,125.0,56.5,2.1
 A Class,2019.0,18900,Semi-Auto,8925.0,Diesel,145.0,68.9,1.5
 GLA Class,2019.0,25990,Automatic,2125.0,Petrol,145.0,35.8,1.6
 A Class,2018.0,19250,Semi-Auto,3214.0,Diesel,145.0,74.3,1.5
 E Class,2017.0,22225,Automatic,26270.0,Diesel,145.0,61.4,2.0
 A Class,2017.0,31022,Automatic,25803.0,Petrol,200.0,40.9,2.0
 A Class,2018.0,19860,Semi-Auto,11149.0,Diesel,145.0,65.7,1.5
 CLA Class,2016.0,18700,Automatic,25726.0,Petrol,200.0,41.5,2.0
 C Class,2017.0,18995,Semi-Auto,40400.0,Hybrid,0.0,134.5,2.0
 E Class,2019.0,24780,Semi-Auto,13954.0,Diesel,145.0,72.4,2.0
 E Class,2019.0,37995,Automatic,9.0,Diesel,145.0,57.7,2.0
 A Class,2017.0,18012,Semi-Auto,27999.0,Diesel,20.0,67.3,2.1
 C Class,2016.0,14057,Manual,21443.0,Diesel,20.0,70.6,1.6
 A Class,2019.0,24999,Automatic,1720.0,Petrol,145.0,53.3,1.3
